kernel,build,dtype,M,stride,align,misalign_bytes,time_s,run_id,result
dot,simd,f32,30720,1,aligned,0,0.000023658,2,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023660,3,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023658,4,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023649,5,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023660,6,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023659,7,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000028140,8,-61.581593636500529
dot,simd,f32,30720,1,aligned,0,0.000023649,9,-61.581593636500529
dot,scalar,f32,65536,1,aligned,0,0.000050579,0,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050499,1,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050459,2,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050458,3,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050499,4,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050459,5,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050489,6,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050479,7,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050459,8,-146.54042795021257
dot,scalar,f32,65536,1,aligned,0,0.000050479,9,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050580,0,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050498,1,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000055378,2,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050658,3,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050459,4,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050460,5,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050460,6,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050459,7,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050469,8,-146.54042795021257
dot,simd,f32,65536,1,aligned,0,0.000050459,9,-146.54042795021257
dot,scalar,f32,92160,1,aligned,0,0.000071408,0,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000071059,1,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000076449,2,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070999,3,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070999,4,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070998,5,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070998,6,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070989,7,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070999,8,-19.277301603495612
dot,scalar,f32,92160,1,aligned,0,0.000070989,9,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071089,0,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071049,1,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071028,2,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071010,3,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071019,4,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071029,5,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071018,6,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000070999,7,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071029,8,-19.277301603495612
dot,simd,f32,92160,1,aligned,0,0.000071269,9,-19.277301603495612
